Member_ID,FIRST_NAME,LAST_NAME,GENDER,BIRTHDATE,Age_Range,Generation,MOBILE_NO,UUID,Total_point,FirstPurchaseDate
M001000,Nancy,Wilson,F,1965-10-01,55+,Gen X,0828551745,97772249-5028,6278,2024-09-16
M001001,Karen,Rodriguez,F,1991-08-30,25-34,Millennial,0821222980,87975659-7911,8633,2025-12-26
M001002,Anthony,Johnson,M,1990-09-10,35-44,Millennial,0810384682,37283734-1281,5937,2025-08-05
M001003,John,Garcia,M,1983-01-04,35-44,Millennial,0849553600,71792283-3361,9035,2024-04-07
M001004,John,Lopez,M,1998-01-11,25-34,Gen Z,0829203413,60661928-1431,6958,2023-01-23
M001005,Matthew,Martinez,M,2001-07-10,18-24,Gen Z,0889715350,31229647-1494,2406,2023-03-03
M001006,Michael,Smith,M,1969-08-18,55+,Gen X,0830094705,34484603-8696,2295,2025-12-10
M001007,Jessica,Lopez,F,1984-07-31,35-44,Millennial,0896549919,11772938-5698,1822,2022-01-21
M001008,Daniel,Wilson,M,1994-06-29,25-34,Millennial,0831521650,11458621-7494,6940,2024-09-23
M001009,Nancy,Rodriguez,F,1986-03-17,35-44,Millennial,0840509683,66864059-3569,4453,2021-09-13
M001010,Anthony,Brown,M,1980-05-04,45-54,Gen X,0817515766,39381121-7427,3009,2025-10-27
M001011,Anthony,Davis,M,1975-10-09,45-54,Gen X,0897603904,96153129-7637,6233,2022-01-26
M001012,Lisa,Miller,F,1993-10-26,25-34,Millennial,0824549320,24012339-2274,5942,2025-06-01
M001013,Robert,Williams,M,1972-01-24,45-54,Gen X,0818766990,38442071-1179,5064,2022-09-07
M001014,James,Jones,M,2000-05-24,25-34,Gen Z,0885805745,16022958-8926,748,2021-06-03
M001015,Mary,Garcia,F,1987-08-24,35-44,Millennial,0877137866,36156848-6152,6400,2023-03-23
M001016,William,Miller,M,1974-01-26,45-54,Gen X,0877401071,30157712-1388,9620,2024-08-19
M001017,Robert,Williams,M,1996-03-28,25-34,Millennial,0872157065,20570029-2528,3794,2022-11-21
M001018,Mark,Lopez,M,1995-06-30,25-34,Millennial,0879296719,91703555-9573,5593,2024-03-11
M001019,Susan,Martinez,F,1979-02-25,45-54,Gen X,0862027391,42092885-4421,10000,2025-02-05
M001020,Jennifer,Wilson,F,2005-12-27,18-24,Gen Z,0851546065,83435357-2428,8174,2021-08-11
M001021,Robert,Williams,M,2001-10-19,18-24,Gen Z,0887378080,58765094-6789,1461,2021-03-23
M001022,Elizabeth,Davis,F,1989-07-31,35-44,Millennial,0897280725,28850509-3031,9318,2024-01-12
M001023,Jessica,Miller,F,1966-04-06,55+,Gen X,0827311971,69166889-7008,8396,2025-06-12
M001024,Matthew,Miller,M,1973-07-31,45-54,Gen X,0845276100,15727818-1934,4011,2025-01-05
M001025,Robert,Miller,M,1995-05-26,25-34,Millennial,0863590510,19795032-4654,6360,2024-11-03
M001026,Sarah,Davis,F,1964-06-20,55+,Boomer,0872391513,24645711-2406,2953,2021-07-25
M001027,Patricia,Miller,F,1985-02-10,35-44,Millennial,0852585253,55959309-8967,3483,2024-02-09
M001028,Mary,Rodriguez,F,1996-07-15,25-34,Millennial,0829530531,95928388-4497,5245,2025-01-20
M001029,Mary,Wilson,F,1982-08-08,35-44,Millennial,0873539966,38644859-1886,3465,2021-11-14
M001030,Elizabeth,Hernandez,F,1995-01-30,25-34,Millennial,0829023738,19295792-5487,6636,2021-05-28
M001031,Jessica,Rodriguez,F,1992-04-05,25-34,Millennial,0844822417,34706569-1880,1514,2024-06-25
M001032,Linda,Brown,F,1983-08-14,35-44,Millennial,0874642647,73820451-9773,2632,2024-06-23
M001033,Mary,Rodriguez,F,1967-12-09,55+,Gen X,0820443308,99652407-3369,5304,2023-01-05
M001034,Linda,Davis,F,1986-01-16,35-44,Millennial,0864544291,45272780-9531,60,2024-03-21
M001035,Lisa,Martinez,F,2000-02-22,25-34,Gen Z,0839343051,35186888-7884,8947,2022-10-13
M001036,William,Brown,M,1993-03-31,25-34,Millennial,0887421674,11928845-7066,5960,2021-05-10
M001037,Anthony,Davis,M,1964-07-30,55+,Boomer,0865573350,65081185-6762,5770,2025-07-17
M001038,Jennifer,Williams,F,1976-08-10,45-54,Gen X,0860079518,33742466-3664,8892,2024-07-10
M001039,Lisa,Jones,F,1961-05-08,55+,Boomer,0823317762,21760181-2700,1468,2021-10-14
M001040,Thomas,Lopez,M,1966-06-15,55+,Gen X,0823381785,95030306-8276,8247,2025-01-22
M001041,Jessica,Brown,F,1991-07-25,25-34,Millennial,0884032876,61147669-2875,3204,2024-02-12
M001042,Jessica,Anderson,F,1964-03-25,55+,Boomer,0863124525,11020743-7138,3668,2025-05-09
M001043,Elizabeth,Anderson,F,1979-04-07,45-54,Gen X,0842420888,10558017-7792,535,2021-01-05
M001044,Karen,Anderson,F,1967-10-09,55+,Gen X,0854975010,32872143-8045,3962,2025-07-07
M001045,Mary,Wilson,F,1969-08-12,55+,Gen X,0827296700,95399182-7396,2846,2024-06-17
M001046,Richard,Brown,M,1999-03-14,25-34,Gen Z,0826955763,77680235-2939,9452,2024-11-09
M001047,William,Brown,M,2001-01-23,25-34,Gen Z,0813441373,68709658-1189,9720,2022-01-20
M001048,Daniel,Miller,M,2005-01-03,18-24,Gen Z,0870895423,95156202-6867,3056,2022-11-08
M001049,Patricia,Rodriguez,F,1990-09-02,35-44,Millennial,0844960996,98484070-1847,4505,2021-03-21
M001050,Matthew,Martinez,M,2000-01-15,25-34,Gen Z,0871623079,89979598-3010,1754,2022-05-09
M001051,Michael,Johnson,M,1974-09-14,45-54,Gen X,0837913590,62452316-2649,8045,2021-07-03
M001052,Lisa,Johnson,F,1992-03-27,25-34,Millennial,0866358979,60365788-6137,7387,2022-03-10
M001053,David,Hernandez,M,1969-04-30,55+,Gen X,0891423836,14221211-2920,5616,2023-08-20
M001054,David,Rodriguez,M,1990-01-11,35-44,Millennial,0835883252,91350811-1484,8781,2021-09-17
M001055,James,Anderson,M,1983-01-17,35-44,Millennial,0839119581,13959103-6366,2270,2022-02-24
M001056,Robert,Jones,M,1975-12-06,45-54,Gen X,0822343983,56782042-5822,7652,2024-07-17
M001057,Patricia,Jones,F,1994-12-02,25-34,Millennial,0847726289,62724203-2685,9562,2025-05-06
M001058,Anthony,Davis,M,1978-08-01,45-54,Gen X,0866873060,90038028-5451,5222,2025-02-20
M001059,Jessica,Brown,F,1969-09-20,55+,Gen X,0860192126,94919350-2052,7363,2022-01-17
M001060,Nancy,Miller,F,1987-05-10,35-44,Millennial,0896583583,81202261-6771,6525,2021-02-06
M001061,Jessica,Wilson,F,1994-09-11,25-34,Millennial,0842926044,19749620-4525,6089,2023-03-25
M001062,Jennifer,Smith,F,1985-03-28,35-44,Millennial,0811463110,54140102-4502,7624,2025-06-08
M001063,Richard,Jones,M,1967-12-02,55+,Gen X,0880767956,39187446-2686,9190,2023-12-20
M001064,Daniel,Hernandez,M,1979-04-02,45-54,Gen X,0868412302,52652151-6244,3246,2022-01-26
M001065,Sarah,Smith,F,1988-08-11,35-44,Millennial,0826006675,26655437-8418,2803,2025-06-19
M001066,Patricia,Martinez,F,2004-10-16,18-24,Gen Z,0812393947,96391469-1076,7565,2023-03-27
M001067,Mary,Rodriguez,F,1973-02-26,45-54,Gen X,0855283701,96540325-1266,1137,2024-02-27
M001068,Betty,Jones,F,1988-10-03,35-44,Millennial,0856415774,63733308-2306,9116,2023-08-20
M001069,Richard,Jones,M,1961-08-01,55+,Boomer,0876214520,96046600-2989,6126,2025-02-01
M001070,John,Anderson,M,2005-12-29,18-24,Gen Z,0824111073,53333406-8138,3708,2022-02-07
M001071,Karen,Smith,F,1962-02-23,55+,Boomer,0844854691,15781587-2815,786,2023-02-09
M001072,Betty,Martinez,F,1981-10-29,35-44,Millennial,0832862463,28490280-8548,1964,2022-06-28
M001073,Mark,Martinez,M,1979-04-25,45-54,Gen X,0869965761,99689017-3004,8548,2025-04-19
M001074,Lisa,Davis,F,1988-10-01,35-44,Millennial,0874787744,40310459-2504,4322,2023-12-03
M001075,Karen,Anderson,F,1990-04-11,35-44,Millennial,0896856891,37634253-2278,1231,2024-01-07
M001076,Matthew,Brown,M,1976-09-01,45-54,Gen X,0835221850,75450681-2712,5577,2022-10-25
M001077,Margaret,Jones,F,1960-08-01,55+,Boomer,0897951446,30669385-9265,1731,2022-04-12
M001078,Sarah,Anderson,F,1966-07-01,55+,Gen X,0837248980,63714593-4079,1124,2023-07-06
M001079,Nancy,Hernandez,F,1999-12-27,25-34,Gen Z,0871868214,24384568-2805,3941,2021-08-06
M001080,Mary,Davis,F,1963-06-23,55+,Boomer,0870752435,57238845-5351,1938,2025-02-12
M001081,Patricia,Williams,F,1980-07-02,45-54,Gen X,0867827496,78172784-6467,870,2024-05-12
M001082,John,Hernandez,M,1981-08-12,35-44,Millennial,0836029062,49460803-4103,6597,2022-10-09
M001083,Karen,Miller,F,1999-03-29,25-34,Gen Z,0816693632,96750938-5078,1819,2022-02-02
M001084,Daniel,Jones,M,1991-02-09,35-44,Millennial,0881421511,23560284-5513,3710,2025-12-23
M001085,Jessica,Miller,F,1999-11-20,25-34,Gen Z,0846006180,76460815-4370,2802,2022-06-21
M001086,Betty,Martinez,F,1988-03-13,35-44,Millennial,0822649023,34840859-9245,7811,2023-12-08
M001087,William,Hernandez,M,2001-12-16,18-24,Gen Z,0835144941,54581131-8458,2323,2021-11-16
M001088,Susan,Smith,F,1994-10-29,25-34,Millennial,0820331687,32914336-1159,9732,2023-08-19
M001089,Thomas,Anderson,M,1990-07-16,35-44,Millennial,0824681540,16063489-1284,9294,2023-04-17
M001090,Mark,Williams,M,2000-01-20,25-34,Gen Z,0850883024,55053851-8415,8039,2023-09-09
M001091,Elizabeth,Garcia,F,1977-03-11,45-54,Gen X,0857328711,50417525-6467,8484,2025-08-04
M001092,Lisa,Rodriguez,F,1966-03-10,55+,Gen X,0829850853,65072076-4608,2320,2023-08-01
M001093,Daniel,Lopez,M,1961-08-13,55+,Boomer,0858240526,37690126-2462,3175,2024-11-04
M001094,Lisa,Hernandez,F,1971-08-01,45-54,Gen X,0880720244,33481693-5346,5715,2023-07-19
M001095,Elizabeth,Jones,F,1994-02-20,25-34,Millennial,0887781432,79803651-6624,2014,2024-08-19
M001096,Elizabeth,Johnson,F,2005-06-28,18-24,Gen Z,0829747600,72588071-3461,8571,2023-10-18
M001097,Robert,Davis,M,1988-02-10,35-44,Millennial,0849557552,12092776-8436,670,2022-05-27
M001098,John,Davis,M,1987-03-13,35-44,Millennial,0867756952,57278935-1010,817,2023-03-12
M001099,Margaret,Anderson,F,1973-04-12,45-54,Gen X,0885262472,30808715-2409,4434,2022-12-07
M001100,Nancy,Johnson,F,1987-11-23,35-44,Millennial,0814313313,73508844-6810,4075,2024-07-13
M001101,Robert,Jones,M,1967-10-12,55+,Gen X,0833260196,85686398-8140,5283,2025-03-22
M001102,Robert,Williams,M,1979-06-07,45-54,Gen X,0836779547,50407893-5997,1402,2023-10-21
M001103,Karen,Williams,F,1981-08-05,35-44,Millennial,0822890579,28603902-9627,7240,2023-09-22
M001104,Sarah,Garcia,F,1978-07-22,45-54,Gen X,0866439314,65063980-8557,453,2025-01-25
M001105,Jennifer,Wilson,F,1997-05-02,25-34,Gen Z,0850586096,42567348-9391,6113,2022-10-18
M001106,Mary,Wilson,F,1981-01-11,45-54,Millennial,0864081976,99936512-1097,7582,2025-08-27
M001107,Michael,Smith,M,1988-04-16,35-44,Millennial,0824367862,54759391-2595,4760,2025-08-23
M001108,Mary,Johnson,F,1968-04-08,55+,Gen X,0878561216,17116259-4359,8458,2022-09-24
M001109,Linda,Brown,F,1962-04-28,55+,Boomer,0830773615,50385068-6093,105,2024-10-23
M001110,Michael,Johnson,M,2005-12-22,18-24,Gen Z,0891039410,26244964-9516,1587,2022-04-04
M001111,Mary,Anderson,F,1973-08-03,45-54,Gen X,0862440731,17469640-2995,4913,2024-08-06
M001112,Christopher,Jones,M,1966-04-06,55+,Gen X,0868939010,98336648-3018,7083,2022-11-01
M001113,David,Anderson,M,1963-11-18,55+,Boomer,0832921098,78654380-9956,3282,2024-08-10
M001114,Lisa,Johnson,F,1968-07-10,55+,Gen X,0859303460,99617131-5508,6409,2024-12-26
M001115,Thomas,Miller,M,1979-01-01,45-54,Gen X,0813754158,48040286-8488,1968,2025-07-01
M001116,Mary,Hernandez,F,1964-04-18,55+,Boomer,0893198410,69657013-1698,5811,2022-08-24
M001117,Elizabeth,Smith,F,1995-09-11,25-34,Millennial,0877194545,77539115-4453,5715,2025-07-17
M001118,David,Hernandez,M,1996-09-13,25-34,Millennial,0898037888,85584413-6558,7528,2022-05-26
M001119,Jessica,Johnson,F,1964-07-16,55+,Boomer,0860536025,73317523-3955,9437,2025-11-17
M001120,Linda,Lopez,F,1985-05-18,35-44,Millennial,0887943552,56720549-7615,1107,2021-01-28
M001121,James,Johnson,M,1964-01-26,55+,Boomer,0877032883,73943071-6302,3793,2022-02-06
M001122,Margaret,Miller,F,2002-02-08,18-24,Gen Z,0892128314,43619373-2875,613,2021-08-25
M001123,Nancy,Hernandez,F,2004-12-11,18-24,Gen Z,0853105260,24450015-8364,6187,2022-11-19
M001124,James,Jones,M,1974-08-06,45-54,Gen X,0848398260,40265633-4296,2655,2024-09-26
M001125,Michael,Martinez,M,2004-04-22,18-24,Gen Z,0899745791,22912566-4334,544,2022-01-12
M001126,Nancy,Rodriguez,F,2001-09-18,18-24,Gen Z,0834871129,96198970-9653,8129,2022-04-19
M001127,Karen,Garcia,F,1983-05-04,35-44,Millennial,0884987083,28505072-2100,7190,2024-11-13
M001128,Daniel,Johnson,M,1997-06-21,25-34,Gen Z,0850027348,23544314-2932,8170,2022-01-20
M001129,Mary,Brown,F,1987-11-07,35-44,Millennial,0862402145,58037222-2113,2586,2023-02-18
M001130,Christopher,Martinez,M,1973-10-10,45-54,Gen X,0863582355,93033115-1928,8944,2021-10-16
M001131,Lisa,Smith,F,2003-09-19,18-24,Gen Z,0866560115,45014869-4285,5481,2021-03-07
M001132,Margaret,Hernandez,F,2002-11-11,18-24,Gen Z,0876243846,19786069-1579,5666,2021-07-20
M001133,Christopher,Davis,M,1997-10-25,25-34,Gen Z,0815602379,23966860-1583,8136,2025-04-21
M001134,Jessica,Davis,F,1986-11-19,35-44,Millennial,0812878065,17429830-1431,3214,2025-10-28
M001135,Lisa,Hernandez,F,2004-06-01,18-24,Gen Z,0874716210,16998168-7342,6180,2022-07-23
M001136,Karen,Williams,F,1998-07-31,25-34,Gen Z,0825836692,92631573-7024,5763,2022-06-14
M001137,James,Brown,M,2000-05-14,25-34,Gen Z,0811348841,40484320-7767,8785,2025-01-26
M001138,Anthony,Brown,M,2003-01-31,18-24,Gen Z,0817604050,27007519-8185,2958,2023-01-11
M001139,Nancy,Hernandez,F,1990-10-16,35-44,Millennial,0827410219,91352565-7517,7843,2021-11-03
M001140,Robert,Rodriguez,M,1992-07-03,25-34,Millennial,0857910133,39566459-8266,4959,2023-09-10
M001141,Christopher,Jones,M,1985-03-23,35-44,Millennial,0882668051,77571298-2710,884,2023-07-23
M001142,Elizabeth,Johnson,F,1993-01-02,25-34,Millennial,0879926758,40942008-5996,9059,2022-02-12
M001143,John,Brown,M,1961-08-08,55+,Boomer,0897229186,70903036-2871,348,2024-01-09
M001144,Nancy,Miller,F,1987-01-31,35-44,Millennial,0818015488,47459158-7290,8115,2021-07-13
M001145,Mary,Brown,F,1992-08-31,25-34,Millennial,0834753345,98573727-8062,8724,2021-11-10
M001146,Christopher,Wilson,M,1984-03-02,35-44,Millennial,0891703604,55126455-5301,9682,2022-01-11
M001147,Jessica,Wilson,F,2003-01-15,18-24,Gen Z,0884261885,62091317-5709,8761,2024-07-19
M001148,Linda,Miller,F,1976-11-16,45-54,Gen X,0827699655,12037883-5598,4495,2021-04-25
M001149,Susan,Martinez,F,1981-02-25,45-54,Millennial,0892617353,46811880-6926,4403,2023-11-26
M001150,Michael,Jones,M,1969-04-15,55+,Gen X,0853082466,45502943-3929,7271,2024-01-15
M001151,Thomas,Smith,M,1983-07-14,35-44,Millennial,0895596429,84706716-4569,6694,2021-10-03
M001152,Nancy,Rodriguez,F,1986-02-11,35-44,Millennial,0869114791,34132872-5227,4524,2023-08-05
M001153,Matthew,Williams,M,1996-04-30,25-34,Millennial,0898043897,16654471-4812,1875,2021-03-22
M001154,Nancy,Garcia,F,2003-06-01,18-24,Gen Z,0840595256,18162164-5244,4217,2021-11-28
M001155,Karen,Lopez,F,2003-05-08,18-24,Gen Z,0841500479,56939919-2788,1269,2025-08-04
M001156,James,Brown,M,1985-05-27,35-44,Millennial,0859843009,65830504-2169,6987,2023-03-01
M001157,Nancy,Wilson,F,1982-09-26,35-44,Millennial,0864779294,97507034-7139,7711,2023-10-01
M001158,William,Smith,M,1987-12-29,35-44,Millennial,0889353203,13427288-2740,9978,2022-06-17
M001159,Patricia,Miller,F,1969-03-03,55+,Gen X,0898189010,30142683-7243,1285,2021-04-19
M001160,Karen,Lopez,F,1998-06-15,25-34,Gen Z,0816903019,91483852-8738,8592,2025-08-11
M001161,Patricia,Anderson,F,1969-10-20,55+,Gen X,0842753017,54115287-4982,5930,2022-08-11
M001162,Anthony,Brown,M,1977-08-20,45-54,Gen X,0858570867,20695820-6766,9182,2025-02-12
M001163,Nancy,Brown,F,1977-08-15,45-54,Gen X,0840838308,86415823-3052,8808,2022-07-22
M001164,Daniel,Jones,M,1987-09-22,35-44,Millennial,0852123474,25832863-2335,6692,2024-09-05
M001165,Lisa,Wilson,F,1993-12-11,25-34,Millennial,0870944129,12082019-3732,1979,2024-05-25
M001166,Betty,Johnson,F,1998-02-23,25-34,Gen Z,0867904194,13212026-3735,1196,2022-09-28
M001167,Jessica,Garcia,F,1997-08-19,25-34,Gen Z,0884751326,42404844-5806,1950,2023-06-19
M001168,Anthony,Smith,M,2001-09-11,18-24,Gen Z,0870249712,64878236-8368,7138,2023-08-23
M001169,Anthony,Williams,M,1968-07-02,55+,Gen X,0821246035,30435507-1127,9724,2025-06-22
M001170,Jessica,Garcia,F,1977-12-17,45-54,Gen X,0878272154,88930879-5576,1587,2022-05-16
M001171,Mary,Martinez,F,1972-06-23,45-54,Gen X,0887823224,78213192-7990,4673,2023-07-11
M001172,David,Smith,M,1992-08-05,25-34,Millennial,0879677116,47346918-6150,1629,2023-05-06
M001173,Robert,Jones,M,1974-08-06,45-54,Gen X,0840015561,32725849-5726,4250,2025-02-08
M001174,Linda,Johnson,F,1992-06-04,25-34,Millennial,0878276312,32662988-1448,9804,2021-09-18
M001175,John,Davis,M,2004-09-02,18-24,Gen Z,0837265115,47827591-7987,7288,2025-03-27
M001176,Elizabeth,Johnson,F,1960-03-25,55+,Boomer,0826098153,69647037-8082,8081,2023-02-28
M001177,Robert,Lopez,M,1964-01-21,55+,Boomer,0857475650,20612203-4644,1218,2023-03-17
M001178,Elizabeth,Davis,F,1965-07-01,55+,Gen X,0819943990,52253072-1628,7100,2021-12-26
M001179,Patricia,Anderson,F,1970-04-15,55+,Gen X,0894031142,14783007-1130,4029,2022-10-13
M001180,Matthew,Brown,M,1989-07-17,35-44,Millennial,0830325007,75029451-4065,8138,2023-03-07
M001181,Christopher,Anderson,M,1993-03-12,25-34,Millennial,0868293280,19027654-9039,9137,2025-04-23
M001182,John,Miller,M,1961-11-07,55+,Boomer,0892326231,61041690-4845,5713,2024-09-22
M001183,Robert,Anderson,M,1991-10-16,25-34,Millennial,0899654194,75103644-9031,6425,2025-06-18
M001184,Elizabeth,Johnson,F,1992-01-16,25-34,Millennial,0848556908,66316956-8326,5331,2022-11-14
M001185,David,Davis,M,1985-04-11,35-44,Millennial,0825238583,56651206-7522,2098,2024-08-20
M001186,Lisa,Brown,F,2004-10-13,18-24,Gen Z,0845960132,78113806-4524,6701,2021-09-25
M001187,Elizabeth,Hernandez,F,1985-08-17,35-44,Millennial,0862529918,69317732-7966,6531,2023-01-09
M001188,Betty,Brown,F,1984-04-24,35-44,Millennial,0816124158,51407598-8334,6714,2022-10-06
M001189,Mark,Hernandez,M,1998-05-02,25-34,Gen Z,0891973665,54249461-3117,9911,2025-01-24
M001190,Mark,Miller,M,2000-03-16,25-34,Gen Z,0854733168,57338677-2039,806,2025-04-12
M001191,David,Anderson,M,1971-08-29,45-54,Gen X,0840780751,48948304-3644,6125,2023-07-07
M001192,John,Smith,M,2004-06-14,18-24,Gen Z,0823760099,77310099-7519,7944,2021-03-10
M001193,Mary,Brown,F,1965-04-02,55+,Gen X,0843193217,14533608-5463,2025,2024-11-13
M001194,Anthony,Jones,M,2001-01-31,25-34,Gen Z,0819917380,77714140-7805,330,2021-12-27
M001195,Michael,Lopez,M,1968-08-31,55+,Gen X,0836076367,91294547-6114,5303,2024-09-24
M001196,Robert,Jones,M,1976-12-04,45-54,Gen X,0823378718,45469712-8723,6169,2023-07-03
M001197,Richard,Rodriguez,M,1988-07-10,35-44,Millennial,0848174606,81565416-9300,4007,2024-01-16
M001198,Susan,Wilson,F,1971-03-19,45-54,Gen X,0824536356,70702699-4671,9467,2021-07-25
M001199,Thomas,Garcia,M,1975-06-03,45-54,Gen X,0824622813,96277647-6089,5446,2022-11-03
M001200,Christopher,Williams,M,1992-07-06,25-34,Millennial,0889646079,43550279-2374,2315,2024-10-27
M001201,Karen,Lopez,F,1969-11-20,55+,Gen X,0817909847,76225408-5129,6747,2023-12-11
M001202,John,Garcia,M,1961-06-05,55+,Boomer,0890360192,64564107-1091,4393,2022-09-26
M001203,Karen,Davis,F,1985-04-16,35-44,Millennial,0841640398,53196359-8559,7913,2025-09-28
M001204,Michael,Miller,M,1962-02-10,55+,Boomer,0860423728,27083565-1223,2655,2025-12-04
M001205,James,Davis,M,1999-02-21,25-34,Gen Z,0866932774,76462542-3797,8594,2024-03-24
M001206,Jessica,Smith,F,1988-01-14,35-44,Millennial,0868449055,49490030-5441,8560,2023-10-12
M001207,David,Jones,M,1972-04-02,45-54,Gen X,0837442403,92409660-7082,8509,2025-05-16
M001208,Patricia,Garcia,F,1997-12-18,25-34,Gen Z,0880380884,73601811-1160,5205,2024-03-05
M001209,Jennifer,Smith,F,1986-03-21,35-44,Millennial,0835189235,36745249-2537,8810,2024-06-04
M001210,Daniel,Davis,M,1967-12-30,55+,Gen X,0818961986,57036977-4703,5651,2021-04-09
M001211,Jessica,Martinez,F,1986-09-08,35-44,Millennial,0893819096,64125762-5173,9193,2025-11-22
M001212,Michael,Martinez,M,1997-01-19,25-34,Gen Z,0839050282,47579022-3921,4307,2025-02-05
M001213,Susan,Martinez,F,1968-05-14,55+,Gen X,0847210187,92662979-8756,3429,2022-01-26
M001214,James,Johnson,M,1967-01-04,55+,Gen X,0829237874,32121549-8790,4,2023-02-02
M001215,Christopher,Wilson,M,1977-08-12,45-54,Gen X,0899233613,73309036-6359,4957,2025-02-08
M001216,Jessica,Wilson,F,1981-03-20,35-44,Millennial,0873683359,57646170-6107,8552,2023-09-03
M001217,David,Hernandez,M,1988-03-15,35-44,Millennial,0829177565,68685794-8235,8029,2023-11-04
M001218,Lisa,Garcia,F,1995-03-01,25-34,Millennial,0859081701,72555645-6668,6948,2022-10-18
M001219,Richard,Garcia,M,1995-03-08,25-34,Millennial,0836284674,69335049-6914,8618,2022-01-19
M001220,Susan,Johnson,F,1982-11-07,35-44,Millennial,0877483781,11744092-5473,549,2023-11-16
M001221,Mary,Lopez,F,1960-11-12,55+,Boomer,0846798988,93922374-1937,9374,2021-12-16
M001222,Sarah,Williams,F,1975-04-21,45-54,Gen X,0883227492,23943515-1625,6054,2021-10-23
M001223,Anthony,Lopez,M,1995-01-05,25-34,Millennial,0821116532,66314078-2956,918,2024-11-23
M001224,William,Johnson,M,1971-10-28,45-54,Gen X,0836062717,97926734-1273,5450,2023-12-06
M001225,Karen,Smith,F,1963-08-27,55+,Boomer,0865885406,99620191-2007,1064,2022-09-05
M001226,Jennifer,Williams,F,1978-02-23,45-54,Gen X,0846980400,91675383-4255,8281,2024-03-21
M001227,Robert,Jones,M,1970-09-21,55+,Gen X,0825799382,55828977-8639,9308,2021-10-15
M001228,Michael,Johnson,M,1995-01-28,25-34,Millennial,0834918714,52614301-1329,2774,2021-04-21
M001229,Sarah,Johnson,F,1990-10-08,35-44,Millennial,0896210380,35647136-3174,5087,2021-07-23
M001230,Linda,Jones,F,1997-05-27,25-34,Gen Z,0852351193,65563827-4702,3084,2023-04-06
M001231,Elizabeth,Lopez,F,1977-11-02,45-54,Gen X,0822403336,75751340-6818,9481,2023-06-25
M001232,Lisa,Hernandez,F,1996-02-23,25-34,Millennial,0888547299,61765186-3551,8813,2025-04-23
M001233,Susan,Hernandez,F,1962-10-25,55+,Boomer,0837843059,55926778-9253,9037,2023-02-17
M001234,Robert,Brown,M,1976-11-04,45-54,Gen X,0814220885,25475060-9471,3054,2024-03-15
M001235,Susan,Martinez,F,1981-04-13,35-44,Millennial,0888972473,14543241-6281,1713,2023-01-06
M001236,Sarah,Garcia,F,1984-04-18,35-44,Millennial,0823449648,35113682-6865,5018,2022-08-18
M001237,Mark,Smith,M,1977-05-06,45-54,Gen X,0871263101,89668254-8126,6542,2024-04-09
M001238,Nancy,Garcia,F,1975-04-05,45-54,Gen X,0863841858,50288578-1657,3838,2025-02-14
M001239,Margaret,Jones,F,1969-08-26,55+,Gen X,0889601320,13832610-3687,8391,2022-05-20
M001240,Daniel,Wilson,M,1998-01-05,25-34,Gen Z,0899040902,54714248-1881,1481,2023-03-26
M001241,Sarah,Miller,F,1995-07-21,25-34,Millennial,0810113173,98396950-3416,3283,2022-05-10
M001242,David,Brown,M,1992-08-02,25-34,Millennial,0822101995,42847443-3525,9098,2023-01-16
M001243,William,Johnson,M,1975-06-10,45-54,Gen X,0862888132,38520176-8738,6165,2024-12-08
M001244,Richard,Williams,M,1986-01-06,35-44,Millennial,0863671462,53904207-5639,6956,2025-07-18
M001245,William,Davis,M,1963-05-25,55+,Boomer,0813609956,39755270-3918,3852,2023-06-11
M001246,Daniel,Martinez,M,1981-02-05,45-54,Millennial,0896647914,40879939-3262,8191,2022-01-07
M001247,Jessica,Johnson,F,1984-08-31,35-44,Millennial,0897784425,34142500-7974,2469,2023-05-13
M001248,Mary,Jones,F,1979-12-16,45-54,Gen X,0831950353,63447665-9476,1743,2024-02-12
M001249,Matthew,Anderson,M,1981-03-10,45-54,Millennial,0831593455,52818915-3109,9415,2025-07-22
M001250,Mary,Davis,F,1964-04-11,55+,Boomer,0863915716,66701227-1893,4963,2024-05-24
M001251,Daniel,Wilson,M,1977-07-03,45-54,Gen X,0860039766,73558440-6489,8765,2023-02-26
M001252,Richard,Rodriguez,M,1981-04-05,35-44,Millennial,0820738641,30184631-1113,5523,2025-05-07
M001253,Jessica,Smith,F,1976-10-24,45-54,Gen X,0815347831,26314358-9021,7540,2023-01-20
M001254,Elizabeth,Miller,F,1984-04-04,35-44,Millennial,0849747835,13158189-9892,4378,2022-05-12
M001255,Mary,Davis,F,1985-10-14,35-44,Millennial,0895360153,14780174-2829,5853,2021-09-24
M001256,Patricia,Williams,F,2000-06-11,25-34,Gen Z,0822693316,26918765-3369,8084,2024-05-12
M001257,Betty,Martinez,F,1990-06-19,35-44,Millennial,0886379051,71528033-1665,1253,2023-06-02
M001258,Daniel,Lopez,M,1966-01-28,55+,Gen X,0861259494,78804339-2290,5534,2023-07-13
M001259,David,Lopez,M,1989-04-14,35-44,Millennial,0820641221,68174698-2907,3139,2025-05-10
M001260,Anthony,Wilson,M,2002-09-01,18-24,Gen Z,0886951857,73474033-4525,7158,2023-12-23
M001261,Robert,Rodriguez,M,1964-02-26,55+,Boomer,0891151067,63508666-3969,4668,2023-01-14
