Member_ID,YEAR,YEAR_SORT,TotalSpend,TotalQty,TotalTxn,MaxSaleDate,FirstPurchaseDate,Point_Range,Total_point,GENDER,Generation,MOBILE_NO,FIRST_NAME,LAST_NAME,BIRTHDATE,UUID,Age_Range,Year_End,Mode_ProductCategory,Cumulative_TotalTxn,Active_Years_Count,Cumulative_Last_Txn,LAP_Days,Recency_Text
M001192,2022,2022,954.94,5.0,5.0,2022-12-06,2021-03-10,"5,001+",7944,M,Gen Z,823760099,John,Smith,2004-06-14,77310099-7519,18-24,2022-12-31,Pastry,14,2,2022-12-06,25.0,Active
M001192,2023,2023,1346.28,20.0,10.0,2023-12-16,2021-03-10,"5,001+",7944,M,Gen Z,823760099,John,Smith,2004-06-14,77310099-7519,18-24,2023-12-31,Dessert,24,3,2023-12-16,15.0,Active
M001192,2024,2024,1632.9,10.0,10.0,2024-12-05,2021-03-10,"5,001+",7944,M,Gen Z,823760099,John,Smith,2004-06-14,77310099-7519,18-24,2024-12-31,Pastry,34,4,2024-12-05,26.0,Active
M001192,2025,2025,946.03,8.0,8.0,2025-03-10,2021-03-10,"5,001+",7944,M,Gen Z,823760099,John,Smith,2004-06-14,77310099-7519,18-24,2025-03-28,Pastry,42,5,2025-03-10,18.0,Active
M001193,2021,2021,0.0,0.0,0.0,,2024-11-13,"2,001-5,000",2025,F,Gen X,843193217,Mary,Brown,1965-04-02,14533608-5463,55+,2021-12-31,,0,0,,,Never Purchased
M001193,2022,2022,0.0,0.0,0.0,,2024-11-13,"2,001-5,000",2025,F,Gen X,843193217,Mary,Brown,1965-04-02,14533608-5463,55+,2022-12-31,,0,0,,,Never Purchased
M001193,2023,2023,0.0,0.0,0.0,,2024-11-13,"2,001-5,000",2025,F,Gen X,843193217,Mary,Brown,1965-04-02,14533608-5463,55+,2023-12-31,,0,0,,,Never Purchased
M001193,2024,2024,450.48,7.0,7.0,2024-12-20,2024-11-13,"2,001-5,000",2025,F,Gen X,843193217,Mary,Brown,1965-04-02,14533608-5463,55+,2024-12-31,Beverage,7,1,2024-12-20,11.0,Active
M001193,2025,2025,757.88,8.0,8.0,2025-03-18,2024-11-13,"2,001-5,000",2025,F,Gen X,843193217,Mary,Brown,1965-04-02,14533608-5463,55+,2025-03-28,Pastry,15,2,2025-03-18,10.0,Active
M001194,2021,2021,1263.83,9.0,9.0,2021-12-25,2021-12-27,201-500,330,M,Gen Z,819917380,Anthony,Jones,2001-01-31,77714140-7805,25-34,2021-12-31,Pastry,9,1,2021-12-25,6.0,Active
M001194,2022,2022,2015.28,10.0,10.0,2022-12-06,2021-12-27,201-500,330,M,Gen Z,819917380,Anthony,Jones,2001-01-31,77714140-7805,25-34,2022-12-31,Dessert,19,2,2022-12-06,25.0,Active
M001194,2023,2023,1145.37,5.0,5.0,2023-12-22,2021-12-27,201-500,330,M,Gen Z,819917380,Anthony,Jones,2001-01-31,77714140-7805,25-34,2023-12-31,Merchandise,24,3,2023-12-22,9.0,Active
M001194,2024,2024,1039.72,21.0,7.0,2024-12-05,2021-12-27,201-500,330,M,Gen Z,819917380,Anthony,Jones,2001-01-31,77714140-7805,25-34,2024-12-31,Dessert,31,4,2024-12-05,26.0,Active
M001194,2025,2025,1753.74,16.0,8.0,2025-03-22,2021-12-27,201-500,330,M,Gen Z,819917380,Anthony,Jones,2001-01-31,77714140-7805,25-34,2025-03-28,Dessert,39,5,2025-03-22,6.0,Active
M001195,2021,2021,0.0,0.0,0.0,,2024-09-24,"5,001+",5303,M,Gen X,836076367,Michael,Lopez,1968-08-31,91294547-6114,55+,2021-12-31,,0,0,,,Never Purchased
M001195,2022,2022,0.0,0.0,0.0,,2024-09-24,"5,001+",5303,M,Gen X,836076367,Michael,Lopez,1968-08-31,91294547-6114,55+,2022-12-31,,0,0,,,Never Purchased
M001195,2023,2023,0.0,0.0,0.0,,2024-09-24,"5,001+",5303,M,Gen X,836076367,Michael,Lopez,1968-08-31,91294547-6114,55+,2023-12-31,,0,0,,,Never Purchased
M001195,2024,2024,127.22,6.0,2.0,2024-12-18,2024-09-24,"5,001+",5303,M,Gen X,836076367,Michael,Lopez,1968-08-31,91294547-6114,55+,2024-12-31,Beverage,2,1,2024-12-18,13.0,Active
M001195,2025,2025,599.36,6.0,2.0,2025-03-10,2024-09-24,"5,001+",5303,M,Gen X,836076367,Michael,Lopez,1968-08-31,91294547-6114,55+,2025-03-28,Beverage,4,2,2025-03-10,18.0,Active
M001196,2021,2021,0.0,0.0,0.0,,2023-07-03,"5,001+",6169,M,Gen X,823378718,Robert,Jones,1976-12-04,45469712-8723,45-54,2021-12-31,,0,0,,,Never Purchased
M001196,2022,2022,0.0,0.0,0.0,,2023-07-03,"5,001+",6169,M,Gen X,823378718,Robert,Jones,1976-12-04,45469712-8723,45-54,2022-12-31,,0,0,,,Never Purchased
M001196,2023,2023,1120.24,60.0,20.0,2023-12-15,2023-07-03,"5,001+",6169,M,Gen X,823378718,Robert,Jones,1976-12-04,45469712-8723,45-54,2023-12-31,Dessert,20,1,2023-12-15,16.0,Active
M001196,2024,2024,2208.3,28.0,14.0,2024-12-13,2023-07-03,"5,001+",6169,M,Gen X,823378718,Robert,Jones,1976-12-04,45469712-8723,45-54,2024-12-31,Beverage,34,2,2024-12-13,18.0,Active
M001196,2025,2025,2841.43,18.0,18.0,2025-03-22,2023-07-03,"5,001+",6169,M,Gen X,823378718,Robert,Jones,1976-12-04,45469712-8723,45-54,2025-03-28,Coffee,52,3,2025-03-22,6.0,Active
M001197,2021,2021,0.0,0.0,0.0,,2024-01-16,"2,001-5,000",4007,M,Millennial,848174606,Richard,Rodriguez,1988-07-10,81565416-9300,35-44,2021-12-31,,0,0,,,Never Purchased
M001197,2022,2022,0.0,0.0,0.0,,2024-01-16,"2,001-5,000",4007,M,Millennial,848174606,Richard,Rodriguez,1988-07-10,81565416-9300,35-44,2022-12-31,,0,0,,,Never Purchased
M001197,2023,2023,0.0,0.0,0.0,,2024-01-16,"2,001-5,000",4007,M,Millennial,848174606,Richard,Rodriguez,1988-07-10,81565416-9300,35-44,2023-12-31,,0,0,,,Never Purchased
M001197,2024,2024,4838.32,114.0,38.0,2024-12-17,2024-01-16,"2,001-5,000",4007,M,Millennial,848174606,Richard,Rodriguez,1988-07-10,81565416-9300,35-44,2024-12-31,Beverage,38,1,2024-12-17,14.0,Active
M001197,2025,2025,11320.84,144.0,48.0,2025-03-24,2024-01-16,"2,001-5,000",4007,M,Millennial,848174606,Richard,Rodriguez,1988-07-10,81565416-9300,35-44,2025-03-28,Coffee,86,2,2025-03-24,4.0,Active
M001198,2021,2021,2855.76,90.0,30.0,2021-12-26,2021-07-25,"5,001+",9467,F,Gen X,824536356,Susan,Wilson,1971-03-19,70702699-4671,45-54,2021-12-31,Merchandise,30,1,2021-12-26,5.0,Active
M001198,2022,2022,9431.19,76.0,38.0,2022-12-13,2021-07-25,"5,001+",9467,F,Gen X,824536356,Susan,Wilson,1971-03-19,70702699-4671,45-54,2022-12-31,Beverage,68,2,2022-12-13,18.0,Active
M001198,2023,2023,4825.9,47.0,47.0,2023-12-25,2021-07-25,"5,001+",9467,F,Gen X,824536356,Susan,Wilson,1971-03-19,70702699-4671,45-54,2023-12-31,Pastry,115,3,2023-12-25,6.0,Active
M001198,2024,2024,7394.3,43.0,43.0,2024-12-21,2021-07-25,"5,001+",9467,F,Gen X,824536356,Susan,Wilson,1971-03-19,70702699-4671,45-54,2024-12-31,Sandwich,158,4,2024-12-21,10.0,Active
M001198,2025,2025,13461.74,96.0,48.0,2025-03-27,2021-07-25,"5,001+",9467,F,Gen X,824536356,Susan,Wilson,1971-03-19,70702699-4671,45-54,2025-03-28,Merchandise,206,5,2025-03-27,1.0,Active
M001199,2021,2021,0.0,0.0,0.0,,2022-11-03,"5,001+",5446,M,Gen X,824622813,Thomas,Garcia,1975-06-03,96277647-6089,45-54,2021-12-31,,0,0,,,Never Purchased
M001199,2022,2022,3482.83,24.0,12.0,2022-12-24,2022-11-03,"5,001+",5446,M,Gen X,824622813,Thomas,Garcia,1975-06-03,96277647-6089,45-54,2022-12-31,Merchandise,12,1,2022-12-24,7.0,Active
M001199,2023,2023,2942.87,12.0,12.0,2023-12-22,2022-11-03,"5,001+",5446,M,Gen X,824622813,Thomas,Garcia,1975-06-03,96277647-6089,45-54,2023-12-31,Pastry,24,2,2023-12-22,9.0,Active
M001199,2024,2024,2156.66,28.0,14.0,2024-12-04,2022-11-03,"5,001+",5446,M,Gen X,824622813,Thomas,Garcia,1975-06-03,96277647-6089,45-54,2024-12-31,Coffee,38,3,2024-12-04,27.0,Active
M001199,2025,2025,3251.04,42.0,14.0,2025-03-13,2022-11-03,"5,001+",5446,M,Gen X,824622813,Thomas,Garcia,1975-06-03,96277647-6089,45-54,2025-03-28,Coffee,52,4,2025-03-13,15.0,Active
M001200,2021,2021,0.0,0.0,0.0,,2024-10-27,"2,001-5,000",2315,M,Millennial,889646079,Christopher,Williams,1992-07-06,43550279-2374,25-34,2021-12-31,,0,0,,,Never Purchased
M001200,2022,2022,0.0,0.0,0.0,,2024-10-27,"2,001-5,000",2315,M,Millennial,889646079,Christopher,Williams,1992-07-06,43550279-2374,25-34,2022-12-31,,0,0,,,Never Purchased
M001200,2023,2023,0.0,0.0,0.0,,2024-10-27,"2,001-5,000",2315,M,Millennial,889646079,Christopher,Williams,1992-07-06,43550279-2374,25-34,2023-12-31,,0,0,,,Never Purchased
M001200,2024,2024,595.86,12.0,4.0,2024-12-17,2024-10-27,"2,001-5,000",2315,M,Millennial,889646079,Christopher,Williams,1992-07-06,43550279-2374,25-34,2024-12-31,Dessert,4,1,2024-12-17,14.0,Active
M001200,2025,2025,902.22,15.0,5.0,2025-03-16,2024-10-27,"2,001-5,000",2315,M,Millennial,889646079,Christopher,Williams,1992-07-06,43550279-2374,25-34,2025-03-28,Dessert,9,2,2025-03-16,12.0,Active
M001201,2021,2021,0.0,0.0,0.0,,2023-12-11,"5,001+",6747,F,Gen X,817909847,Karen,Lopez,1969-11-20,76225408-5129,55+,2021-12-31,,0,0,,,Never Purchased
M001201,2022,2022,0.0,0.0,0.0,,2023-12-11,"5,001+",6747,F,Gen X,817909847,Karen,Lopez,1969-11-20,76225408-5129,55+,2022-12-31,,0,0,,,Never Purchased
M001201,2023,2023,2814.25,28.0,14.0,2023-12-09,2023-12-11,"5,001+",6747,F,Gen X,817909847,Karen,Lopez,1969-11-20,76225408-5129,55+,2023-12-31,Coffee,14,1,2023-12-09,22.0,Active
M001201,2024,2024,4379.18,60.0,20.0,2024-12-20,2023-12-11,"5,001+",6747,F,Gen X,817909847,Karen,Lopez,1969-11-20,76225408-5129,55+,2024-12-31,Sandwich,34,2,2024-12-20,11.0,Active
M001201,2025,2025,0.0,0.0,0.0,,2023-12-11,"5,001+",6747,F,Gen X,817909847,Karen,Lopez,1969-11-20,76225408-5129,55+,2025-03-28,,34,2,2024-12-20,98.0,At Risk
M001202,2021,2021,0.0,0.0,0.0,,2022-09-26,"2,001-5,000",4393,M,Boomer,890360192,John,Garcia,1961-06-05,64564107-1091,55+,2021-12-31,,0,0,,,Never Purchased
M001202,2022,2022,750.0,6.0,3.0,2022-12-08,2022-09-26,"2,001-5,000",4393,M,Boomer,890360192,John,Garcia,1961-06-05,64564107-1091,55+,2022-12-31,Merchandise,3,1,2022-12-08,23.0,Active
M001202,2023,2023,293.75,3.0,1.0,2023-12-08,2022-09-26,"2,001-5,000",4393,M,Boomer,890360192,John,Garcia,1961-06-05,64564107-1091,55+,2023-12-31,Merchandise,4,2,2023-12-08,23.0,Active
M001202,2024,2024,111.89,3.0,1.0,2024-12-01,2022-09-26,"2,001-5,000",4393,M,Boomer,890360192,John,Garcia,1961-06-05,64564107-1091,55+,2024-12-31,Coffee,5,3,2024-12-01,30.0,Active
M001202,2025,2025,334.46,4.0,2.0,2025-03-19,2022-09-26,"2,001-5,000",4393,M,Boomer,890360192,John,Garcia,1961-06-05,64564107-1091,55+,2025-03-28,Coffee,7,4,2025-03-19,9.0,Active
M001203,2021,2021,0.0,0.0,0.0,,2025-09-28,"5,001+",7913,F,Millennial,841640398,Karen,Davis,1985-04-16,53196359-8559,35-44,2021-12-31,,0,0,,,Never Purchased
M001203,2022,2022,0.0,0.0,0.0,,2025-09-28,"5,001+",7913,F,Millennial,841640398,Karen,Davis,1985-04-16,53196359-8559,35-44,2022-12-31,,0,0,,,Never Purchased
M001203,2023,2023,0.0,0.0,0.0,,2025-09-28,"5,001+",7913,F,Millennial,841640398,Karen,Davis,1985-04-16,53196359-8559,35-44,2023-12-31,,0,0,,,Never Purchased
M001203,2024,2024,0.0,0.0,0.0,,2025-09-28,"5,001+",7913,F,Millennial,841640398,Karen,Davis,1985-04-16,53196359-8559,35-44,2024-12-31,,0,0,,,Never Purchased
M001203,2025,2025,582.78,4.0,2.0,2025-03-20,2025-09-28,"5,001+",7913,F,Millennial,841640398,Karen,Davis,1985-04-16,53196359-8559,35-44,2025-03-28,Pastry,2,1,2025-03-20,8.0,Active
M001204,2021,2021,0.0,0.0,0.0,,2025-12-04,"2,001-5,000",2655,M,Boomer,860423728,Michael,Miller,1962-02-10,27083565-1223,55+,2021-12-31,,0,0,,,Never Purchased
M001204,2022,2022,0.0,0.0,0.0,,2025-12-04,"2,001-5,000",2655,M,Boomer,860423728,Michael,Miller,1962-02-10,27083565-1223,55+,2022-12-31,,0,0,,,Never Purchased
M001204,2023,2023,0.0,0.0,0.0,,2025-12-04,"2,001-5,000",2655,M,Boomer,860423728,Michael,Miller,1962-02-10,27083565-1223,55+,2023-12-31,,0,0,,,Never Purchased
M001204,2024,2024,0.0,0.0,0.0,,2025-12-04,"2,001-5,000",2655,M,Boomer,860423728,Michael,Miller,1962-02-10,27083565-1223,55+,2024-12-31,,0,0,,,Never Purchased
M001204,2025,2025,2265.87,27.0,9.0,2025-03-03,2025-12-04,"2,001-5,000",2655,M,Boomer,860423728,Michael,Miller,1962-02-10,27083565-1223,55+,2025-03-28,Merchandise,9,1,2025-03-03,25.0,Active
M001205,2021,2021,0.0,0.0,0.0,,2024-03-24,"5,001+",8594,M,Gen Z,866932774,James,Davis,1999-02-21,76462542-3797,25-34,2021-12-31,,0,0,,,Never Purchased
M001205,2022,2022,0.0,0.0,0.0,,2024-03-24,"5,001+",8594,M,Gen Z,866932774,James,Davis,1999-02-21,76462542-3797,25-34,2022-12-31,,0,0,,,Never Purchased
M001205,2023,2023,0.0,0.0,0.0,,2024-03-24,"5,001+",8594,M,Gen Z,866932774,James,Davis,1999-02-21,76462542-3797,25-34,2023-12-31,,0,0,,,Never Purchased
M001205,2024,2024,415.17,6.0,6.0,2024-12-07,2024-03-24,"5,001+",8594,M,Gen Z,866932774,James,Davis,1999-02-21,76462542-3797,25-34,2024-12-31,Coffee,6,1,2024-12-07,24.0,Active
M001205,2025,2025,404.39,7.0,7.0,2025-03-21,2024-03-24,"5,001+",8594,M,Gen Z,866932774,James,Davis,1999-02-21,76462542-3797,25-34,2025-03-28,Pastry,13,2,2025-03-21,7.0,Active
M001206,2021,2021,0.0,0.0,0.0,,2023-10-12,"5,001+",8560,F,Millennial,868449055,Jessica,Smith,1988-01-14,49490030-5441,35-44,2021-12-31,,0,0,,,Never Purchased
M001206,2022,2022,0.0,0.0,0.0,,2023-10-12,"5,001+",8560,F,Millennial,868449055,Jessica,Smith,1988-01-14,49490030-5441,35-44,2022-12-31,,0,0,,,Never Purchased
M001206,2023,2023,967.73,22.0,11.0,2023-12-03,2023-10-12,"5,001+",8560,F,Millennial,868449055,Jessica,Smith,1988-01-14,49490030-5441,35-44,2023-12-31,Pastry,11,1,2023-12-03,28.0,Active
M001206,2024,2024,3839.44,48.0,16.0,2024-12-07,2023-10-12,"5,001+",8560,F,Millennial,868449055,Jessica,Smith,1988-01-14,49490030-5441,35-44,2024-12-31,Merchandise,27,2,2024-12-07,24.0,Active
M001206,2025,2025,0.0,0.0,0.0,,2023-10-12,"5,001+",8560,F,Millennial,868449055,Jessica,Smith,1988-01-14,49490030-5441,35-44,2025-03-28,,27,2,2024-12-07,111.0,At Risk
M001207,2021,2021,0.0,0.0,0.0,,2025-05-16,"5,001+",8509,M,Gen X,837442403,David,Jones,1972-04-02,92409660-7082,45-54,2021-12-31,,0,0,,,Never Purchased
M001207,2022,2022,0.0,0.0,0.0,,2025-05-16,"5,001+",8509,M,Gen X,837442403,David,Jones,1972-04-02,92409660-7082,45-54,2022-12-31,,0,0,,,Never Purchased
M001207,2023,2023,0.0,0.0,0.0,,2025-05-16,"5,001+",8509,M,Gen X,837442403,David,Jones,1972-04-02,92409660-7082,45-54,2023-12-31,,0,0,,,Never Purchased
M001207,2024,2024,0.0,0.0,0.0,,2025-05-16,"5,001+",8509,M,Gen X,837442403,David,Jones,1972-04-02,92409660-7082,45-54,2024-12-31,,0,0,,,Never Purchased
M001207,2025,2025,551.94,6.0,6.0,2025-03-02,2025-05-16,"5,001+",8509,M,Gen X,837442403,David,Jones,1972-04-02,92409660-7082,45-54,2025-03-28,Pastry,6,1,2025-03-02,26.0,Active
M001208,2021,2021,0.0,0.0,0.0,,2024-03-05,"5,001+",5205,F,Gen Z,880380884,Patricia,Garcia,1997-12-18,73601811-1160,25-34,2021-12-31,,0,0,,,Never Purchased
M001208,2022,2022,0.0,0.0,0.0,,2024-03-05,"5,001+",5205,F,Gen Z,880380884,Patricia,Garcia,1997-12-18,73601811-1160,25-34,2022-12-31,,0,0,,,Never Purchased
M001208,2023,2023,0.0,0.0,0.0,,2024-03-05,"5,001+",5205,F,Gen Z,880380884,Patricia,Garcia,1997-12-18,73601811-1160,25-34,2023-12-31,,0,0,,,Never Purchased
M001208,2024,2024,2509.06,27.0,9.0,2024-12-16,2024-03-05,"5,001+",5205,F,Gen Z,880380884,Patricia,Garcia,1997-12-18,73601811-1160,25-34,2024-12-31,Pastry,9,1,2024-12-16,15.0,Active
M001208,2025,2025,1809.89,18.0,9.0,2025-03-28,2024-03-05,"5,001+",5205,F,Gen Z,880380884,Patricia,Garcia,1997-12-18,73601811-1160,25-34,2025-03-28,Pastry,18,2,2025-03-28,0.0,Active
M001209,2021,2021,0.0,0.0,0.0,,2024-06-04,"5,001+",8810,F,Millennial,835189235,Jennifer,Smith,1986-03-21,36745249-2537,35-44,2021-12-31,,0,0,,,Never Purchased
M001209,2022,2022,0.0,0.0,0.0,,2024-06-04,"5,001+",8810,F,Millennial,835189235,Jennifer,Smith,1986-03-21,36745249-2537,35-44,2022-12-31,,0,0,,,Never Purchased
M001209,2023,2023,0.0,0.0,0.0,,2024-06-04,"5,001+",8810,F,Millennial,835189235,Jennifer,Smith,1986-03-21,36745249-2537,35-44,2023-12-31,,0,0,,,Never Purchased
M001209,2024,2024,835.6,8.0,4.0,2024-12-13,2024-06-04,"5,001+",8810,F,Millennial,835189235,Jennifer,Smith,1986-03-21,36745249-2537,35-44,2024-12-31,Dessert,4,1,2024-12-13,18.0,Active
M001209,2025,2025,224.79,1.0,1.0,2025-03-23,2024-06-04,"5,001+",8810,F,Millennial,835189235,Jennifer,Smith,1986-03-21,36745249-2537,35-44,2025-03-28,Coffee,5,2,2025-03-23,5.0,Active
M001210,2021,2021,2791.82,120.0,40.0,2021-12-15,2021-04-09,"5,001+",5651,M,Gen X,818961986,Daniel,Davis,1967-12-30,57036977-4703,55+,2021-12-31,Beverage,40,1,2021-12-15,16.0,Active
M001210,2022,2022,11739.53,46.0,46.0,2022-12-06,2021-04-09,"5,001+",5651,M,Gen X,818961986,Daniel,Davis,1967-12-30,57036977-4703,55+,2022-12-31,Sandwich,86,2,2022-12-06,25.0,Active
M001210,2023,2023,4114.61,36.0,36.0,2023-12-07,2021-04-09,"5,001+",5651,M,Gen X,818961986,Daniel,Davis,1967-12-30,57036977-4703,55+,2023-12-31,Dessert,122,3,2023-12-07,24.0,Active
M001210,2024,2024,5011.28,35.0,35.0,2024-12-03,2021-04-09,"5,001+",5651,M,Gen X,818961986,Daniel,Davis,1967-12-30,57036977-4703,55+,2024-12-31,Sandwich,157,4,2024-12-03,28.0,Active
M001210,2025,2025,5559.43,70.0,35.0,2025-03-04,2021-04-09,"5,001+",5651,M,Gen X,818961986,Daniel,Davis,1967-12-30,57036977-4703,55+,2025-03-28,Coffee,192,5,2025-03-04,24.0,Active
M001211,2021,2021,0.0,0.0,0.0,,2025-11-22,"5,001+",9193,F,Millennial,893819096,Jessica,Martinez,1986-09-08,64125762-5173,35-44,2021-12-31,,0,0,,,Never Purchased
M001211,2022,2022,0.0,0.0,0.0,,2025-11-22,"5,001+",9193,F,Millennial,893819096,Jessica,Martinez,1986-09-08,64125762-5173,35-44,2022-12-31,,0,0,,,Never Purchased
M001211,2023,2023,0.0,0.0,0.0,,2025-11-22,"5,001+",9193,F,Millennial,893819096,Jessica,Martinez,1986-09-08,64125762-5173,35-44,2023-12-31,,0,0,,,Never Purchased
M001211,2024,2024,0.0,0.0,0.0,,2025-11-22,"5,001+",9193,F,Millennial,893819096,Jessica,Martinez,1986-09-08,64125762-5173,35-44,2024-12-31,,0,0,,,Never Purchased
M001211,2025,2025,2744.77,10.0,10.0,2025-03-23,2025-11-22,"5,001+",9193,F,Millennial,893819096,Jessica,Martinez,1986-09-08,64125762-5173,35-44,2025-03-28,Dessert,10,1,2025-03-23,5.0,Active
M001212,2021,2021,0.0,0.0,0.0,,2025-02-05,"2,001-5,000",4307,M,Gen Z,839050282,Michael,Martinez,1997-01-19,47579022-3921,25-34,2021-12-31,,0,0,,,Never Purchased
M001212,2022,2022,0.0,0.0,0.0,,2025-02-05,"2,001-5,000",4307,M,Gen Z,839050282,Michael,Martinez,1997-01-19,47579022-3921,25-34,2022-12-31,,0,0,,,Never Purchased
M001212,2023,2023,0.0,0.0,0.0,,2025-02-05,"2,001-5,000",4307,M,Gen Z,839050282,Michael,Martinez,1997-01-19,47579022-3921,25-34,2023-12-31,,0,0,,,Never Purchased
M001212,2024,2024,0.0,0.0,0.0,,2025-02-05,"2,001-5,000",4307,M,Gen Z,839050282,Michael,Martinez,1997-01-19,47579022-3921,25-34,2024-12-31,,0,0,,,Never Purchased
M001212,2025,2025,510.95,12.0,6.0,2025-03-06,2025-02-05,"2,001-5,000",4307,M,Gen Z,839050282,Michael,Martinez,1997-01-19,47579022-3921,25-34,2025-03-28,Coffee,6,1,2025-03-06,22.0,Active
M001213,2021,2021,0.0,0.0,0.0,,2022-01-26,"2,001-5,000",3429,F,Gen X,847210187,Susan,Martinez,1968-05-14,92662979-8756,55+,2021-12-31,,0,0,,,Never Purchased
M001213,2022,2022,205.81,1.0,1.0,2022-12-22,2022-01-26,"2,001-5,000",3429,F,Gen X,847210187,Susan,Martinez,1968-05-14,92662979-8756,55+,2022-12-31,Merchandise,1,1,2022-12-22,9.0,Active
M001213,2023,2023,283.27,3.0,1.0,2023-12-07,2022-01-26,"2,001-5,000",3429,F,Gen X,847210187,Susan,Martinez,1968-05-14,92662979-8756,55+,2023-12-31,Sandwich,2,2,2023-12-07,24.0,Active
M001213,2024,2024,392.54,15.0,5.0,2024-12-27,2022-01-26,"2,001-5,000",3429,F,Gen X,847210187,Susan,Martinez,1968-05-14,92662979-8756,55+,2024-12-31,Pastry,7,3,2024-12-27,4.0,Active
M001213,2025,2025,0.0,0.0,0.0,,2022-01-26,"2,001-5,000",3429,F,Gen X,847210187,Susan,Martinez,1968-05-14,92662979-8756,55+,2025-03-28,,7,3,2024-12-27,91.0,At Risk
M001214,2021,2021,0.0,0.0,0.0,,2023-02-02,1-50,4,M,Gen X,829237874,James,Johnson,1967-01-04,32121549-8790,55+,2021-12-31,,0,0,,,Never Purchased
M001214,2022,2022,0.0,0.0,0.0,,2023-02-02,1-50,4,M,Gen X,829237874,James,Johnson,1967-01-04,32121549-8790,55+,2022-12-31,,0,0,,,Never Purchased
M001214,2023,2023,2652.8,20.0,10.0,2023-12-28,2023-02-02,1-50,4,M,Gen X,829237874,James,Johnson,1967-01-04,32121549-8790,55+,2023-12-31,Merchandise,10,1,2023-12-28,3.0,Active
M001214,2024,2024,966.28,42.0,14.0,2024-12-08,2023-02-02,1-50,4,M,Gen X,829237874,James,Johnson,1967-01-04,32121549-8790,55+,2024-12-31,Pastry,24,2,2024-12-08,23.0,Active
M001214,2025,2025,3417.75,15.0,15.0,2025-03-13,2023-02-02,1-50,4,M,Gen X,829237874,James,Johnson,1967-01-04,32121549-8790,55+,2025-03-28,Pastry,39,3,2025-03-13,15.0,Active
M001215,2021,2021,0.0,0.0,0.0,,2025-02-08,"2,001-5,000",4957,M,Gen X,899233613,Christopher,Wilson,1977-08-12,73309036-6359,45-54,2021-12-31,,0,0,,,Never Purchased
M001215,2022,2022,0.0,0.0,0.0,,2025-02-08,"2,001-5,000",4957,M,Gen X,899233613,Christopher,Wilson,1977-08-12,73309036-6359,45-54,2022-12-31,,0,0,,,Never Purchased
M001215,2023,2023,0.0,0.0,0.0,,2025-02-08,"2,001-5,000",4957,M,Gen X,899233613,Christopher,Wilson,1977-08-12,73309036-6359,45-54,2023-12-31,,0,0,,,Never Purchased
M001215,2024,2024,0.0,0.0,0.0,,2025-02-08,"2,001-5,000",4957,M,Gen X,899233613,Christopher,Wilson,1977-08-12,73309036-6359,45-54,2024-12-31,,0,0,,,Never Purchased
M001215,2025,2025,2710.14,10.0,10.0,2025-03-03,2025-02-08,"2,001-5,000",4957,M,Gen X,899233613,Christopher,Wilson,1977-08-12,73309036-6359,45-54,2025-03-28,Pastry,10,1,2025-03-03,25.0,Active
M001216,2021,2021,0.0,0.0,0.0,,2023-09-03,"5,001+",8552,F,Millennial,873683359,Jessica,Wilson,1981-03-20,57646170-6107,35-44,2021-12-31,,0,0,,,Never Purchased
M001216,2022,2022,0.0,0.0,0.0,,2023-09-03,"5,001+",8552,F,Millennial,873683359,Jessica,Wilson,1981-03-20,57646170-6107,35-44,2022-12-31,,0,0,,,Never Purchased
M001216,2023,2023,764.0,8.0,4.0,2023-12-24,2023-09-03,"5,001+",8552,F,Millennial,873683359,Jessica,Wilson,1981-03-20,57646170-6107,35-44,2023-12-31,Sandwich,4,1,2023-12-24,7.0,Active
M001216,2024,2024,545.27,2.0,2.0,2024-12-16,2023-09-03,"5,001+",8552,F,Millennial,873683359,Jessica,Wilson,1981-03-20,57646170-6107,35-44,2024-12-31,Merchandise,6,2,2024-12-16,15.0,Active
M001216,2025,2025,0.0,0.0,0.0,,2023-09-03,"5,001+",8552,F,Millennial,873683359,Jessica,Wilson,1981-03-20,57646170-6107,35-44,2025-03-28,,6,2,2024-12-16,102.0,At Risk
M001217,2021,2021,0.0,0.0,0.0,,2023-11-04,"5,001+",8029,M,Millennial,829177565,David,Hernandez,1988-03-15,68685794-8235,35-44,2021-12-31,,0,0,,,Never Purchased
M001217,2022,2022,0.0,0.0,0.0,,2023-11-04,"5,001+",8029,M,Millennial,829177565,David,Hernandez,1988-03-15,68685794-8235,35-44,2022-12-31,,0,0,,,Never Purchased
M001217,2023,2023,310.82,12.0,4.0,2023-12-26,2023-11-04,"5,001+",8029,M,Millennial,829177565,David,Hernandez,1988-03-15,68685794-8235,35-44,2023-12-31,Beverage,4,1,2023-12-26,5.0,Active
M001217,2024,2024,737.02,12.0,4.0,2024-12-24,2023-11-04,"5,001+",8029,M,Millennial,829177565,David,Hernandez,1988-03-15,68685794-8235,35-44,2024-12-31,Pastry,8,2,2024-12-24,7.0,Active
M001217,2025,2025,129.96,1.0,1.0,2025-03-11,2023-11-04,"5,001+",8029,M,Millennial,829177565,David,Hernandez,1988-03-15,68685794-8235,35-44,2025-03-28,Pastry,9,3,2025-03-11,17.0,Active
